run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p2-full_rep022_20260809_035301,cnpg,p2-full,22,1786243992,1786244002,1786244064,1786244086,cnpg_p2-full_rep022_20260809_035301.role.csv,cnpg_p2-full_rep022_20260809_035301.writer.csv,
cnpg_p2-full_rep023_20260809_035446,cnpg,p2-full,23,1786244097,1786244107,1786244168,1786244191,cnpg_p2-full_rep023_20260809_035446.role.csv,cnpg_p2-full_rep023_20260809_035446.writer.csv,
cnpg_p2-full_rep024_20260809_035631,cnpg,p2-full,24,1786244202,1786244212,1786244273,1786244296,cnpg_p2-full_rep024_20260809_035631.role.csv,cnpg_p2-full_rep024_20260809_035631.writer.csv,
cnpg_p2-full_rep025_20260809_035816,cnpg,p2-full,25,1786244339,1786244349,1786244411,1786244433,cnpg_p2-full_rep025_20260809_035816.role.csv,cnpg_p2-full_rep025_20260809_035816.writer.csv,
cnpg_p2-full_rep026_20260809_040033,cnpg,p2-full,26,1786244444,1786244454,1786244516,1786244538,cnpg_p2-full_rep026_20260809_040033.role.csv,cnpg_p2-full_rep026_20260809_040033.writer.csv,
cnpg_p2-full_rep027_20260809_040218,cnpg,p2-full,27,1786244548,1786244558,1786244620,1786244642,cnpg_p2-full_rep027_20260809_040218.role.csv,cnpg_p2-full_rep027_20260809_040218.writer.csv,
cnpg_p2-full_rep028_20260809_040402,cnpg,p2-full,28,1786244653,1786244663,1786244725,1786244747,cnpg_p2-full_rep028_20260809_040402.role.csv,cnpg_p2-full_rep028_20260809_040402.writer.csv,
cnpg_p2-full_rep029_20260809_040547,cnpg,p2-full,29,1786244758,1786244768,1786244830,1786244852,cnpg_p2-full_rep029_20260809_040547.role.csv,cnpg_p2-full_rep029_20260809_040547.writer.csv,
cnpg_p2-full_rep030_20260809_040732,cnpg,p2-full,30,1786244897,1786244907,1786244968,1786244991,cnpg_p2-full_rep030_20260809_040732.role.csv,cnpg_p2-full_rep030_20260809_040732.writer.csv,
cnpg_p2-full_rep031_20260809_040951,cnpg,p2-full,31,1786245001,1786245011,1786245073,1786245095,cnpg_p2-full_rep031_20260809_040951.role.csv,cnpg_p2-full_rep031_20260809_040951.writer.csv,
cnpg_p2-full_rep032_20260809_041135,cnpg,p2-full,32,1786245107,1786245117,1786245179,1786245201,cnpg_p2-full_rep032_20260809_041135.role.csv,cnpg_p2-full_rep032_20260809_041135.writer.csv,
cnpg_p2-full_rep033_20260809_041321,cnpg,p2-full,33,1786245211,1786245221,1786245283,1786245306,cnpg_p2-full_rep033_20260809_041321.role.csv,cnpg_p2-full_rep033_20260809_041321.writer.csv,
cnpg_p2-full_rep034_20260809_041506,cnpg,p2-full,34,1786245316,1786245326,1786245388,1786245410,cnpg_p2-full_rep034_20260809_041506.role.csv,cnpg_p2-full_rep034_20260809_041506.writer.csv,
cnpg_p2-full_rep035_20260809_041650,cnpg,p2-full,35,1786245454,1786245464,1786245526,1786245548,cnpg_p2-full_rep035_20260809_041650.role.csv,cnpg_p2-full_rep035_20260809_041650.writer.csv,
cnpg_p2-full_rep036_20260809_041908,cnpg,p2-full,36,1786245559,1786245569,1786245630,1786245652,cnpg_p2-full_rep036_20260809_041908.role.csv,cnpg_p2-full_rep036_20260809_041908.writer.csv,
cnpg_p2-full_rep037_20260809_042052,cnpg,p2-full,37,1786245663,1786245673,1786245735,1786245757,cnpg_p2-full_rep037_20260809_042052.role.csv,cnpg_p2-full_rep037_20260809_042052.writer.csv,
cnpg_p2-full_rep038_20260809_042237,cnpg,p2-full,38,1786245768,1786245778,1786245839,1786245862,cnpg_p2-full_rep038_20260809_042237.role.csv,cnpg_p2-full_rep038_20260809_042237.writer.csv,
cnpg_p2-full_rep039_20260809_042422,cnpg,p2-full,39,1786245872,1786245882,1786245944,1786245966,cnpg_p2-full_rep039_20260809_042422.role.csv,cnpg_p2-full_rep039_20260809_042422.writer.csv,
cnpg_p2-full_rep040_20260809_042606,cnpg,p2-full,40,1786246011,1786246021,1786246082,1786246105,cnpg_p2-full_rep040_20260809_042606.role.csv,cnpg_p2-full_rep040_20260809_042606.writer.csv,
