run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p3_rep024_20260809_053343,cnpg,p3,24,1786250033,1786250043,1786250165,1786250187,cnpg_p3_rep024_20260809_053343.role.csv,cnpg_p3_rep024_20260809_053343.writer.csv,
cnpg_p3_rep025_20260809_053627,cnpg,p3,25,1786250231,1786250241,1786250363,1786250385,cnpg_p3_rep025_20260809_053627.role.csv,cnpg_p3_rep025_20260809_053627.writer.csv,
cnpg_p3_rep026_20260809_053945,cnpg,p3,26,1786250396,1786250406,1786250527,1786250550,cnpg_p3_rep026_20260809_053945.role.csv,cnpg_p3_rep026_20260809_053945.writer.csv,
cnpg_p3_rep027_20260809_054230,cnpg,p3,27,1786250560,1786250570,1786250692,1786250714,cnpg_p3_rep027_20260809_054230.role.csv,cnpg_p3_rep027_20260809_054230.writer.csv,
cnpg_p3_rep028_20260809_054514,cnpg,p3,28,1786250725,1786250735,1786250857,1786250879,cnpg_p3_rep028_20260809_054514.role.csv,cnpg_p3_rep028_20260809_054514.writer.csv,
cnpg_p3_rep029_20260809_054759,cnpg,p3,29,1786250889,1786250899,1786251021,1786251043,cnpg_p3_rep029_20260809_054759.role.csv,cnpg_p3_rep029_20260809_054759.writer.csv,
cnpg_p3_rep030_20260809_055044,cnpg,p3,30,1786251088,1786251098,1786251220,1786251242,cnpg_p3_rep030_20260809_055044.role.csv,cnpg_p3_rep030_20260809_055044.writer.csv,
cnpg_p3_rep031_20260809_055402,cnpg,p3,31,1786251252,1786251262,1786251384,1786251407,cnpg_p3_rep031_20260809_055402.role.csv,cnpg_p3_rep031_20260809_055402.writer.csv,
cnpg_p3_rep032_20260809_055647,cnpg,p3,32,1786251417,1786251427,1786251549,1786251572,cnpg_p3_rep032_20260809_055647.role.csv,cnpg_p3_rep032_20260809_055647.writer.csv,
cnpg_p3_rep033_20260809_055932,cnpg,p3,33,1786251582,1786251592,1786251713,1786251736,cnpg_p3_rep033_20260809_055932.role.csv,cnpg_p3_rep033_20260809_055932.writer.csv,
cnpg_p3_rep034_20260809_060216,cnpg,p3,34,1786251746,1786251756,1786251878,1786251901,cnpg_p3_rep034_20260809_060216.role.csv,cnpg_p3_rep034_20260809_060216.writer.csv,
cnpg_p3_rep035_20260809_060501,cnpg,p3,35,1786251945,1786251955,1786252077,1786252099,cnpg_p3_rep035_20260809_060501.role.csv,cnpg_p3_rep035_20260809_060501.writer.csv,
cnpg_p3_rep036_20260809_060819,cnpg,p3,36,1786252109,1786252119,1786252241,1786252263,cnpg_p3_rep036_20260809_060819.role.csv,cnpg_p3_rep036_20260809_060819.writer.csv,
cnpg_p3_rep037_20260809_061103,cnpg,p3,37,1786252273,1786252283,1786252405,1786252427,cnpg_p3_rep037_20260809_061103.role.csv,cnpg_p3_rep037_20260809_061103.writer.csv,
cnpg_p3_rep038_20260809_061347,cnpg,p3,38,1786252438,1786252448,1786252569,1786252592,cnpg_p3_rep038_20260809_061347.role.csv,cnpg_p3_rep038_20260809_061347.writer.csv,
cnpg_p3_rep039_20260809_061632,cnpg,p3,39,1786252602,1786252612,1786252734,1786252756,cnpg_p3_rep039_20260809_061632.role.csv,cnpg_p3_rep039_20260809_061632.writer.csv,
cnpg_p3_rep040_20260809_061916,cnpg,p3,40,1786252800,1786252810,1786252932,1786252954,cnpg_p3_rep040_20260809_061916.role.csv,cnpg_p3_rep040_20260809_061916.writer.csv,
